category,production_year,source_id,label,filename,glb_url,source_page,historical_period,production_method,download_status,asset_license
음식,2022,화채,화채(花菜),3D-화채.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-화채.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,금중탕,금중탕(錦中湯),3D-금중탕.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-금중탕.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,어만두-어채,어만두-어채(魚饅頭·魚菜),3D-어만두-어채.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-어만두-어채.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,각색갑회,각색갑회(各色甲膾),3D-각색갑회.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-각색갑회.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,잡탕,잡탕(雜湯),3D-잡탕.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-잡탕.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,양색한과,양색한과(兩色漢果),3D-양색한과.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-양색한과.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,약과-각색다식-각색당-각색절육,약과-각색다식-각색당-각색절육(藥果·各色茶食·各色糖·各色截肉),3D-약과-각색다식-각색당-각색절육.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-약과-각색다식-각색당-각색절육.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,승기아탕,승기아탕(勝只雅湯),3D-승기아탕.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-승기아탕.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,유자,유자(柚子),3D-유자.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-유자.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,생리숙,생리숙(生梨熟),3D-생리숙.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-생리숙.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,전복절,전복절(全鰒折),3D-전복절.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-전복절.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,문어절,문어절(文魚折),3D-문어절.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-문어절.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,다식과-만두과-각색다식-삼색매화연사과-오색강정,다식과-만두과-각색다식-삼색매화연사과-오색강정(茶食果·饅頭果·各色茶食·三色梅花軟絲果·五色強精),3D-다식과-만두과-각색다식-삼색매화연사과-오색강정.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-다식과-만두과-각색다식-삼색매화연사과-오색강정.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,유자-감자-석류-생리-생률,유자-감자-석류-생리-생률 (柚子·柑子·石榴·生梨·生栗),3D-유자-감자-석류-생리-생률.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-유자-감자-석류-생리-생률.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,각색정과-전약,각색정과-전약(各色正果·煎藥),3D-각색정과-전약.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-각색정과-전약.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,전복초-해삼전,전복초-해삼전(全鰒炒·海蔘煎),3D-전복초-해삼전.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-전복초-해삼전.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,각색조악-화전-단자병,각색조악-화전-단자병 (各色助岳·花煎·團子餠),3D-각색조악-화전-단자병.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-각색조악-화전-단자병.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,양색세건반강정-오색강정-삼색빙사과,양색세건반강정-오색강정-삼색빙사과 (兩色細乾飯強精·五色強精·三色冰絲果),3D-양색세건반강정-오색강정-삼색빙사과.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-양색세건반강정-오색강정-삼색빙사과.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,삼색매화연사과,삼색매화연사과(三色梅花軟絲果),3D-삼색매화연사과.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-삼색매화연사과.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,양색세건반연사과,양색세건반연사과(兩色細乾飯軟絲果),3D-양색세건반연사과.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-양색세건반연사과.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,유자-감자,유자-감자(柚子·柑子),3D-유자-감자.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-유자-감자.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,율황,율황(栗黃),3D-율황.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-율황.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,건조,건조(乾棗),3D-건조.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-건조.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,어수,어수(魚鱐),3D-어수.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-어수.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,구이,구이(糗餌),3D-구이.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-구이.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,녹포,녹포(鹿脯),3D-녹포.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-녹포.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,근저,근저(芹菹),3D-근저.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-근저.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,녹해,녹해(鹿醢),3D-녹해.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-녹해.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,청저,청저(菁菹),3D-청저.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-청저.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,구저,구저(韭菹),3D-구저.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-구저.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,이식,이식(酏食),3D-이식.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-이식.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,돈박,돈박(豚拍),3D-돈박.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-돈박.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,비석,비석(脾析),3D-비석.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-비석.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,서미,서미(黍米),3D-서미.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-서미.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,직미,직미(稷米),3D-직미.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-직미.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,시대갱,시대갱(豕大羹),3D-시대갱.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-시대갱.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
음식,2022,우성칠체,우성칠체(牛腥七體),3D-우성칠체.glb,https://dh.aks.ac.kr/hanyang2/glb/2022/음식/3D-우성칠체.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/2022_3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EC%9D%8C%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,자적용포,자적용포(紫的龍袍),3D-자적용포.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-자적용포.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,다홍색창의,다홍색창의(茶紅色氅衣),3D-다홍색창의.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-다홍색창의.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,사규삼,사규삼(四揆衫),3D-사규삼.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-사규삼.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,어린이두루마기,어린이두루마기(周衣),3D-어린이두루마기.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-어린이두루마기.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,홍원삼,홍원삼(紅圓衫),3D-홍원삼.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-홍원삼.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,쌍동자삼작노리개,쌍동자삼작노리개(雙童子三作佩物),3D-쌍동자삼작노리개.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-쌍동자삼작노리개.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,백옥쌍룡문단작노리개,백옥쌍룡문단작노리개(白玉雙龍紋單作佩物),3D-백옥쌍룡문단작노리개.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-백옥쌍룡문단작노리개.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,마고자,마고자,3D-마고자.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-마고자.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,조끼,조끼,3D-조끼.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-조끼.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,속치마,속치마,3D-속치마.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-속치마.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_대원수예복_모자,대한제국 대원수 예복 모자(大韓帝國 大元帥 禮服 帽),3D-대한제국_대원수예복_모자.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_대원수예복_모자.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_대원수예복_대례견장,대한제국 대원수 예복 대례견장(大韓帝國 大元帥 禮服 大禮肩章),3D-대한제국_대원수예복_대례견장.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_대원수예복_대례견장.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_대원수예복_식서,대한제국 대원수 예복 식서(大韓帝國 大元帥 禮服 飾緖),3D-대한제국_대원수예복_식서.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_대원수예복_식서.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_대원수예복_식대,대한제국 대원수 예복 식대(大韓帝國 大元帥 禮服 飾帶),3D-대한제국_대원수예복_식대.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_대원수예복_식대.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_대원수예복_예도,대한제국 대원수 예복 예도(大韓帝國 大元帥 禮服 禮刀),3D-대한제국_대원수예복_예도.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_대원수예복_예도.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_대원수예복_도서,대한제국 대원수 예복 도서(大韓帝國 大元帥 禮服 刀緖),3D-대한제국_대원수예복_도서.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_대원수예복_도서.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_대원수상복_모자,대한제국 대원수 상복 모자(大韓帝國 大元帥 禮服 帽),3D-대한제국_대원수상복_모자.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_대원수상복_모자.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_대원수상복_소례견장,대한제국 대원수 상복 소례견장(大韓帝國 大元帥 禮服 小禮肩章),3D-대한제국_대원수상복_소례견장.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_대원수상복_소례견장.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_대원수상복_도대,대한제국 대원수 상복 도대(大韓帝國 大元帥 禮服 刀帶),3D-대한제국_대원수상복_도대.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_대원수상복_도대.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_태황제예복_모자,대한제국 태황제 예복 모자(大韓帝國 太皇帝 禮服 帽),3D-대한제국_태황제예복_모자.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_태황제예복_모자.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_태황제예복_도대,대한제국 태황제 예복 도대(大韓帝國 太皇帝 禮服 刀帶),3D-대한제국_태황제예복_도대.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_태황제예복_도대.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,대한제국_태황제예복_예검,대한제국 태황제 예복 예검(大韓帝國 太皇帝 禮服 禮劍),3D-대한제국_태황제예복_예검.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-대한제국_태황제예복_예검.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,12등적의,12등적의(十二等翟衣),3D-12등적의.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-12등적의.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,9등적의,9등적의(九等翟衣),3D-9등적의.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-9등적의.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,중단-황후,중단(中單)-황후,3D-중단-황후.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-중단-황후.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,중단-황태자비,중단(中單)-황태자비,3D-중단-황태자비.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-중단-황태자비.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,폐슬-황후,폐슬(蔽膝)-황후,3D-폐슬-황후.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-폐슬-황후.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,폐슬-황태자비,폐슬(蔽膝)-황태자비,3D-폐슬-황태자비.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-폐슬-황태자비.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,황원삼,황원삼(黃圓衫),3D-황원삼.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-황원삼.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,자적원삼,자적원삼(紫的圓衫),3D-자적원삼.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-자적원삼.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,목화-왕실남성,목화(木靴)-왕실남성,3D-목화-왕실남성.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-목화-왕실남성.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,목화-백관,목화(木靴)-백관,3D-목화-백관.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-목화-백관.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,백목화,백목화(白木靴),3D-백목화.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-백목화.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,백색두루마기,백색두루마기(白色周衣),3D-백색두루마기.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-백색두루마기.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
복식,2021,황건,황건(黃巾),3D-황건.glb,https://dh.aks.ac.kr/hanyang2/glb/복식/3D-황건.glb,https://dh.aks.ac.kr/hanyang2/wiki/index.php/3D%EB%AA%A8%EB%8D%B8%EB%A7%81-%EB%B3%B5%EC%8B%9D,미검토,미검토,목록만 확보,개별 파일 조건 미확인
